,Description,Dates,Quantity,Invoice,CustomerID,Relative_UnitPrice
47,ALARM CLOCK BAKELIKE RED ,2011-01-17,6.0,2,2,3.75
48,ALARM CLOCK BAKELIKE RED ,2011-01-18,1.0,1,1,7.46
49,ALARM CLOCK BAKELIKE RED ,2011-01-19,0.0,0,0,0.0
50,ALARM CLOCK BAKELIKE RED ,2011-01-20,27.0,4,3,3.887407407407407
51,ALARM CLOCK BAKELIKE RED ,2011-01-21,40.0,2,2,3.4260000000000006
52,ALARM CLOCK BAKELIKE RED ,2011-01-22,0.0,0,0,0.0
53,ALARM CLOCK BAKELIKE RED ,2011-01-23,11.0,2,2,3.75
54,ALARM CLOCK BAKELIKE RED ,2011-01-24,1.0,1,1,3.75
55,ALARM CLOCK BAKELIKE RED ,2011-01-25,19.0,6,6,3.75
56,ALARM CLOCK BAKELIKE RED ,2011-01-26,3.0,2,2,4.986666666666667
57,ALARM CLOCK BAKELIKE RED ,2011-01-27,1.0,1,1,3.75
58,ALARM CLOCK BAKELIKE RED ,2011-01-28,12.0,2,2,3.75
59,ALARM CLOCK BAKELIKE RED ,2011-01-29,0.0,0,0,0.0
60,ALARM CLOCK BAKELIKE RED ,2011-01-30,0.0,0,0,0.0
61,ALARM CLOCK BAKELIKE RED ,2011-01-31,0.0,0,0,0.0
62,ALARM CLOCK BAKELIKE RED ,2011-02-01,13.0,4,4,3.75
63,ALARM CLOCK BAKELIKE RED ,2011-02-02,4.0,1,1,3.75
64,ALARM CLOCK BAKELIKE RED ,2011-02-03,54.0,2,2,3.4166666666666665
65,ALARM CLOCK BAKELIKE RED ,2011-02-04,13.0,4,4,4.099230769230769
66,ALARM CLOCK BAKELIKE RED ,2011-02-05,0.0,0,0,0.0
67,ALARM CLOCK BAKELIKE RED ,2011-02-06,4.0,2,2,3.75
68,ALARM CLOCK BAKELIKE RED ,2011-02-07,5.0,1,1,3.75
69,ALARM CLOCK BAKELIKE RED ,2011-02-08,2.0,1,1,8.29
70,ALARM CLOCK BAKELIKE RED ,2011-02-09,0.0,0,0,0.0
71,ALARM CLOCK BAKELIKE RED ,2011-02-10,8.0,2,2,3.75
72,ALARM CLOCK BAKELIKE RED ,2011-02-11,27.0,4,4,4.254444444444444
73,ALARM CLOCK BAKELIKE RED ,2011-02-12,0.0,0,0,0.0
74,ALARM CLOCK BAKELIKE RED ,2011-02-13,0.0,0,0,0.0
75,ALARM CLOCK BAKELIKE RED ,2011-02-14,6.0,2,2,3.75
76,ALARM CLOCK BAKELIKE RED ,2011-02-15,14.0,2,2,3.75
77,ALARM CLOCK BAKELIKE RED ,2011-02-16,6.0,2,2,3.75
78,ALARM CLOCK BAKELIKE RED ,2011-02-17,11.0,4,3,4.5
79,ALARM CLOCK BAKELIKE RED ,2011-02-18,16.0,2,2,3.75
80,ALARM CLOCK BAKELIKE RED ,2011-02-19,0.0,0,0,0.0
81,ALARM CLOCK BAKELIKE RED ,2011-02-20,6.0,3,3,3.75
82,ALARM CLOCK BAKELIKE RED ,2011-02-21,1.0,1,1,3.75
83,ALARM CLOCK BAKELIKE RED ,2011-02-22,13.0,4,4,3.75
84,ALARM CLOCK BAKELIKE RED ,2011-02-23,19.0,5,4,5.096315789473684
85,ALARM CLOCK BAKELIKE RED ,2011-02-24,12.0,2,2,3.75
86,ALARM CLOCK BAKELIKE RED ,2011-02-25,12.0,3,3,3.75
87,ALARM CLOCK BAKELIKE RED ,2011-02-26,0.0,0,0,0.0
88,ALARM CLOCK BAKELIKE RED ,2011-02-27,11.0,4,4,3.75
89,ALARM CLOCK BAKELIKE RED ,2011-02-28,6.0,3,3,4.368333333333333
90,ALARM CLOCK BAKELIKE RED ,2011-03-01,1.0,1,1,7.46
91,ALARM CLOCK BAKELIKE RED ,2011-03-02,20.0,3,3,3.75
92,ALARM CLOCK BAKELIKE RED ,2011-03-03,1.0,1,1,7.46
93,ALARM CLOCK BAKELIKE RED ,2011-03-04,15.0,3,3,3.75
94,ALARM CLOCK BAKELIKE RED ,2011-03-05,0.0,0,0,0.0
95,ALARM CLOCK BAKELIKE RED ,2011-03-06,7.0,3,3,3.75
96,ALARM CLOCK BAKELIKE RED ,2011-03-07,13.0,4,4,5.146923076923077
97,ALARM CLOCK BAKELIKE RED ,2011-03-08,4.0,2,2,3.75
98,ALARM CLOCK BAKELIKE RED ,2011-03-09,1.0,1,1,7.46
99,ALARM CLOCK BAKELIKE RED ,2011-03-10,6.0,3,3,4.368333333333333
100,ALARM CLOCK BAKELIKE RED ,2011-03-11,9.0,3,3,4.254444444444444
101,ALARM CLOCK BAKELIKE RED ,2011-03-12,0.0,0,0,0.0
102,ALARM CLOCK BAKELIKE RED ,2011-03-13,0.0,0,0,0.0
103,ALARM CLOCK BAKELIKE RED ,2011-03-14,4.0,1,1,3.75
104,ALARM CLOCK BAKELIKE RED ,2011-03-15,9.0,2,2,4.254444444444444
105,ALARM CLOCK BAKELIKE RED ,2011-03-16,4.0,1,1,3.75
106,ALARM CLOCK BAKELIKE RED ,2011-03-17,6.0,2,2,3.75
107,ALARM CLOCK BAKELIKE RED ,2011-03-18,17.0,3,3,4.017058823529411
108,ALARM CLOCK BAKELIKE RED ,2011-03-19,0.0,0,0,0.0
109,ALARM CLOCK BAKELIKE RED ,2011-03-20,6.0,3,3,4.368333333333333
110,ALARM CLOCK BAKELIKE RED ,2011-03-21,4.0,1,1,3.75
111,ALARM CLOCK BAKELIKE RED ,2011-03-22,27.0,4,3,4.055555555555555
112,ALARM CLOCK BAKELIKE RED ,2011-03-23,2.0,1,1,3.75
113,ALARM CLOCK BAKELIKE RED ,2011-03-24,6.0,2,2,3.75
114,ALARM CLOCK BAKELIKE RED ,2011-03-25,4.0,1,1,3.75
115,ALARM CLOCK BAKELIKE RED ,2011-03-26,0.0,0,0,0.0
116,ALARM CLOCK BAKELIKE RED ,2011-03-27,2.0,1,1,3.75
117,ALARM CLOCK BAKELIKE RED ,2011-03-28,1.0,1,1,3.75
118,ALARM CLOCK BAKELIKE RED ,2011-03-29,24.0,4,3,6.239999999999999
119,ALARM CLOCK BAKELIKE RED ,2011-03-30,5.0,2,2,3.75
120,ALARM CLOCK BAKELIKE RED ,2011-03-31,2.0,1,1,3.75
121,ALARM CLOCK BAKELIKE RED ,2011-04-01,16.0,6,6,3.75
122,ALARM CLOCK BAKELIKE RED ,2011-04-02,0.0,0,0,0.0
123,ALARM CLOCK BAKELIKE RED ,2011-04-03,0.0,0,0,0.0
124,ALARM CLOCK BAKELIKE RED ,2011-04-04,29.0,6,5,3.877931034482759
125,ALARM CLOCK BAKELIKE RED ,2011-04-05,503.0,3,3,3.3995228628230616
126,ALARM CLOCK BAKELIKE RED ,2011-04-06,28.0,3,3,4.074285714285714
127,ALARM CLOCK BAKELIKE RED ,2011-04-07,5.0,3,2,3.75
128,ALARM CLOCK BAKELIKE RED ,2011-04-08,13.0,3,3,4.035384615384616
129,ALARM CLOCK BAKELIKE RED ,2011-04-09,0.0,0,0,0.0
130,ALARM CLOCK BAKELIKE RED ,2011-04-10,2.0,1,1,3.75
131,ALARM CLOCK BAKELIKE RED ,2011-04-11,5.0,2,2,4.6579999999999995
132,ALARM CLOCK BAKELIKE RED ,2011-04-12,36.0,4,4,3.75
133,ALARM CLOCK BAKELIKE RED ,2011-04-13,4.0,1,1,3.75
134,ALARM CLOCK BAKELIKE RED ,2011-04-14,28.0,4,4,3.75
135,ALARM CLOCK BAKELIKE RED ,2011-04-15,8.0,2,2,3.75
136,ALARM CLOCK BAKELIKE RED ,2011-04-16,0.0,0,0,0.0
137,ALARM CLOCK BAKELIKE RED ,2011-04-17,0.0,0,0,0.0
138,ALARM CLOCK BAKELIKE RED ,2011-04-18,19.0,5,4,4.33578947368421
139,ALARM CLOCK BAKELIKE RED ,2011-04-19,8.0,3,3,3.75
140,ALARM CLOCK BAKELIKE RED ,2011-04-20,15.0,4,4,4.658
141,ALARM CLOCK BAKELIKE RED ,2011-04-21,15.0,3,3,3.997333333333333
142,ALARM CLOCK BAKELIKE RED ,2011-04-22,0.0,0,0,0.0
143,ALARM CLOCK BAKELIKE RED ,2011-04-23,0.0,0,0,0.0
144,ALARM CLOCK BAKELIKE RED ,2011-04-24,0.0,0,0,0.0
145,ALARM CLOCK BAKELIKE RED ,2011-04-25,0.0,0,0,0.0
146,ALARM CLOCK BAKELIKE RED ,2011-04-26,20.0,5,5,4.204
147,ALARM CLOCK BAKELIKE RED ,2011-04-27,13.0,3,3,3.75
148,ALARM CLOCK BAKELIKE RED ,2011-04-28,29.0,2,2,3.75
149,ALARM CLOCK BAKELIKE RED ,2011-04-29,0.0,0,0,0.0
150,ALARM CLOCK BAKELIKE RED ,2011-04-30,0.0,0,0,0.0
151,ALARM CLOCK BAKELIKE RED ,2011-05-01,1.0,1,1,3.75
152,ALARM CLOCK BAKELIKE RED ,2011-05-02,0.0,0,0,0.0
153,ALARM CLOCK BAKELIKE RED ,2011-05-03,14.0,4,4,4.074285714285714
154,ALARM CLOCK BAKELIKE RED ,2011-05-04,13.0,4,4,3.75
155,ALARM CLOCK BAKELIKE RED ,2011-05-05,5.0,2,2,4.492
156,ALARM CLOCK BAKELIKE RED ,2011-05-06,6.0,3,3,3.75
157,ALARM CLOCK BAKELIKE RED ,2011-05-07,0.0,0,0,0.0
158,ALARM CLOCK BAKELIKE RED ,2011-05-08,17.0,6,6,3.75
159,ALARM CLOCK BAKELIKE RED ,2011-05-09,10.0,3,3,3.75
160,ALARM CLOCK BAKELIKE RED ,2011-05-10,17.0,5,5,4.017058823529411
161,ALARM CLOCK BAKELIKE RED ,2011-05-11,26.0,6,6,3.75
162,ALARM CLOCK BAKELIKE RED ,2011-05-12,9.0,3,3,3.75
163,ALARM CLOCK BAKELIKE RED ,2011-05-13,11.0,4,4,3.75
164,ALARM CLOCK BAKELIKE RED ,2011-05-14,0.0,0,0,0.0
165,ALARM CLOCK BAKELIKE RED ,2011-05-15,4.0,2,2,3.75
166,ALARM CLOCK BAKELIKE RED ,2011-05-16,26.0,9,7,3.8084615384615383
167,ALARM CLOCK BAKELIKE RED ,2011-05-17,8.0,1,1,3.75
168,ALARM CLOCK BAKELIKE RED ,2011-05-18,18.0,4,3,3.75
169,ALARM CLOCK BAKELIKE RED ,2011-05-19,49.0,6,6,3.757755102040816
170,ALARM CLOCK BAKELIKE RED ,2011-05-20,13.0,4,4,3.7792307692307694
171,ALARM CLOCK BAKELIKE RED ,2011-05-21,0.0,0,0,0.0
172,ALARM CLOCK BAKELIKE RED ,2011-05-22,2.0,1,1,3.75
173,ALARM CLOCK BAKELIKE RED ,2011-05-23,12.0,1,1,3.75
174,ALARM CLOCK BAKELIKE RED ,2011-05-24,8.0,2,2,3.75
175,ALARM CLOCK BAKELIKE RED ,2011-05-25,3.0,1,1,7.46
176,ALARM CLOCK BAKELIKE RED ,2011-05-26,7.0,2,2,3.75
177,ALARM CLOCK BAKELIKE RED ,2011-05-27,20.0,2,2,5.566
178,ALARM CLOCK BAKELIKE RED ,2011-05-28,0.0,0,0,0.0
179,ALARM CLOCK BAKELIKE RED ,2011-05-29,2.0,1,1,3.75
180,ALARM CLOCK BAKELIKE RED ,2011-05-30,0.0,0,0,0.0
181,ALARM CLOCK BAKELIKE RED ,2011-05-31,10.0,4,3,4.575
182,ALARM CLOCK BAKELIKE RED ,2011-06-01,7.0,2,2,4.28
183,ALARM CLOCK BAKELIKE RED ,2011-06-02,18.0,3,3,3.55
184,ALARM CLOCK BAKELIKE RED ,2011-06-03,4.0,1,1,3.75
185,ALARM CLOCK BAKELIKE RED ,2011-06-04,0.0,0,0,0.0
186,ALARM CLOCK BAKELIKE RED ,2011-06-05,7.0,2,2,3.75
187,ALARM CLOCK BAKELIKE RED ,2011-06-06,10.0,4,4,4.492
188,ALARM CLOCK BAKELIKE RED ,2011-06-07,2.0,2,2,5.605
189,ALARM CLOCK BAKELIKE RED ,2011-06-08,3.0,2,2,6.776666666666666
190,ALARM CLOCK BAKELIKE RED ,2011-06-09,5.0,2,2,3.75
191,ALARM CLOCK BAKELIKE RED ,2011-06-10,5.0,1,1,3.75
192,ALARM CLOCK BAKELIKE RED ,2011-06-11,0.0,0,0,0.0
193,ALARM CLOCK BAKELIKE RED ,2011-06-12,2.0,1,1,3.75
194,ALARM CLOCK BAKELIKE RED ,2011-06-13,1.0,1,1,3.75
195,ALARM CLOCK BAKELIKE RED ,2011-06-14,12.0,5,4,4.815833333333333
196,ALARM CLOCK BAKELIKE RED ,2011-06-15,6.0,3,3,4.368333333333333
197,ALARM CLOCK BAKELIKE RED ,2011-06-16,20.0,3,3,3.75
198,ALARM CLOCK BAKELIKE RED ,2011-06-17,15.0,3,3,3.75
199,ALARM CLOCK BAKELIKE RED ,2011-06-18,0.0,0,0,0.0
200,ALARM CLOCK BAKELIKE RED ,2011-06-19,14.0,3,3,3.75
201,ALARM CLOCK BAKELIKE RED ,2011-06-20,6.0,2,2,3.75
202,ALARM CLOCK BAKELIKE RED ,2011-06-21,0.0,0,0,0.0
203,ALARM CLOCK BAKELIKE RED ,2011-06-22,24.0,1,1,3.75
204,ALARM CLOCK BAKELIKE RED ,2011-06-23,2.0,1,1,3.75
205,ALARM CLOCK BAKELIKE RED ,2011-06-24,0.0,0,0,0.0
206,ALARM CLOCK BAKELIKE RED ,2011-06-25,0.0,0,0,0.0
207,ALARM CLOCK BAKELIKE RED ,2011-06-26,1.0,1,1,3.75
208,ALARM CLOCK BAKELIKE RED ,2011-06-27,5.0,2,2,3.75
209,ALARM CLOCK BAKELIKE RED ,2011-06-28,41.0,3,3,4.303658536585366
210,ALARM CLOCK BAKELIKE RED ,2011-06-29,8.0,1,1,3.75
211,ALARM CLOCK BAKELIKE RED ,2011-06-30,28.0,3,3,3.75
212,ALARM CLOCK BAKELIKE RED ,2011-07-01,1.0,1,1,3.75
213,ALARM CLOCK BAKELIKE RED ,2011-07-02,0.0,0,0,0.0
214,ALARM CLOCK BAKELIKE RED ,2011-07-03,1.0,1,1,3.75
215,ALARM CLOCK BAKELIKE RED ,2011-07-04,2.0,1,1,3.75
216,ALARM CLOCK BAKELIKE RED ,2011-07-05,13.0,4,4,4.797692307692308
217,ALARM CLOCK BAKELIKE RED ,2011-07-06,28.0,3,3,3.75
218,ALARM CLOCK BAKELIKE RED ,2011-07-07,7.0,2,2,3.75
219,ALARM CLOCK BAKELIKE RED ,2011-07-08,2.0,2,1,7.875
220,ALARM CLOCK BAKELIKE RED ,2011-07-09,0.0,0,0,0.0
221,ALARM CLOCK BAKELIKE RED ,2011-07-10,0.0,0,0,0.0
222,ALARM CLOCK BAKELIKE RED ,2011-07-11,10.0,2,2,3.75
223,ALARM CLOCK BAKELIKE RED ,2011-07-12,18.0,5,4,4.872777777777777
224,ALARM CLOCK BAKELIKE RED ,2011-07-13,7.0,2,2,3.75
225,ALARM CLOCK BAKELIKE RED ,2011-07-14,6.0,2,2,3.75
226,ALARM CLOCK BAKELIKE RED ,2011-07-15,4.0,1,1,3.75
227,ALARM CLOCK BAKELIKE RED ,2011-07-16,0.0,0,0,0.0
228,ALARM CLOCK BAKELIKE RED ,2011-07-17,2.0,1,1,3.75
229,ALARM CLOCK BAKELIKE RED ,2011-07-18,5.0,2,2,3.75
230,ALARM CLOCK BAKELIKE RED ,2011-07-19,21.0,3,3,3.9661904761904756
231,ALARM CLOCK BAKELIKE RED ,2011-07-20,20.0,5,5,3.75
232,ALARM CLOCK BAKELIKE RED ,2011-07-21,12.0,3,3,3.75
233,ALARM CLOCK BAKELIKE RED ,2011-07-22,12.0,3,2,5.194166666666667
234,ALARM CLOCK BAKELIKE RED ,2011-07-23,0.0,0,0,0.0
235,ALARM CLOCK BAKELIKE RED ,2011-07-24,1.0,1,1,3.75
236,ALARM CLOCK BAKELIKE RED ,2011-07-25,3.0,2,1,7.46
237,ALARM CLOCK BAKELIKE RED ,2011-07-26,12.0,1,1,3.75
238,ALARM CLOCK BAKELIKE RED ,2011-07-27,2.0,2,1,7.46
239,ALARM CLOCK BAKELIKE RED ,2011-07-28,4.0,1,1,3.75
240,ALARM CLOCK BAKELIKE RED ,2011-07-29,10.0,3,3,3.75
241,ALARM CLOCK BAKELIKE RED ,2011-07-30,0.0,0,0,0.0
242,ALARM CLOCK BAKELIKE RED ,2011-07-31,3.0,1,1,3.75
243,ALARM CLOCK BAKELIKE RED ,2011-08-01,0.0,0,0,0.0
244,ALARM CLOCK BAKELIKE RED ,2011-08-02,4.0,2,1,8.0825
245,ALARM CLOCK BAKELIKE RED ,2011-08-03,23.0,4,4,3.75
246,ALARM CLOCK BAKELIKE RED ,2011-08-04,24.0,3,3,3.75
247,ALARM CLOCK BAKELIKE RED ,2011-08-05,4.0,1,1,3.75
248,ALARM CLOCK BAKELIKE RED ,2011-08-06,0.0,0,0,0.0
249,ALARM CLOCK BAKELIKE RED ,2011-08-07,0.0,0,0,0.0
250,ALARM CLOCK BAKELIKE RED ,2011-08-08,9.0,3,3,4.162222222222223
251,ALARM CLOCK BAKELIKE RED ,2011-08-09,8.0,2,2,3.75
252,ALARM CLOCK BAKELIKE RED ,2011-08-10,5.0,1,1,8.29
253,ALARM CLOCK BAKELIKE RED ,2011-08-11,12.0,1,1,3.75
254,ALARM CLOCK BAKELIKE RED ,2011-08-12,4.0,1,1,3.75
255,ALARM CLOCK BAKELIKE RED ,2011-08-13,0.0,0,0,0.0
256,ALARM CLOCK BAKELIKE RED ,2011-08-14,2.0,1,1,3.75
257,ALARM CLOCK BAKELIKE RED ,2011-08-15,8.0,1,1,3.75
258,ALARM CLOCK BAKELIKE RED ,2011-08-16,7.0,2,2,6.344285714285713
259,ALARM CLOCK BAKELIKE RED ,2011-08-17,10.0,3,3,3.75
260,ALARM CLOCK BAKELIKE RED ,2011-08-18,20.0,3,3,3.75
261,ALARM CLOCK BAKELIKE RED ,2011-08-19,45.0,3,3,3.75
262,ALARM CLOCK BAKELIKE RED ,2011-08-20,0.0,0,0,0.0
263,ALARM CLOCK BAKELIKE RED ,2011-08-21,20.0,3,3,3.75
264,ALARM CLOCK BAKELIKE RED ,2011-08-22,418.0,5,5,3.4055023923444976
265,ALARM CLOCK BAKELIKE RED ,2011-08-23,14.0,4,4,3.75
266,ALARM CLOCK BAKELIKE RED ,2011-08-24,20.0,5,5,4.6579999999999995
267,ALARM CLOCK BAKELIKE RED ,2011-08-25,16.0,2,2,3.75
268,ALARM CLOCK BAKELIKE RED ,2011-08-26,2.0,2,2,6.02
269,ALARM CLOCK BAKELIKE RED ,2011-08-27,0.0,0,0,0.0
270,ALARM CLOCK BAKELIKE RED ,2011-08-28,7.0,3,3,3.75
271,ALARM CLOCK BAKELIKE RED ,2011-08-29,0.0,0,0,0.0
272,ALARM CLOCK BAKELIKE RED ,2011-08-30,9.0,3,2,5.995555555555555
273,ALARM CLOCK BAKELIKE RED ,2011-08-31,12.0,2,2,3.75
274,ALARM CLOCK BAKELIKE RED ,2011-09-01,28.0,2,2,3.75
275,ALARM CLOCK BAKELIKE RED ,2011-09-02,13.0,4,3,5.083076923076923
276,ALARM CLOCK BAKELIKE RED ,2011-09-03,0.0,0,0,0.0
277,ALARM CLOCK BAKELIKE RED ,2011-09-04,4.0,1,1,3.75
278,ALARM CLOCK BAKELIKE RED ,2011-09-05,2.0,1,1,3.75
279,ALARM CLOCK BAKELIKE RED ,2011-09-06,30.0,5,5,4.658
280,ALARM CLOCK BAKELIKE RED ,2011-09-07,9.0,2,2,4.162222222222223
281,ALARM CLOCK BAKELIKE RED ,2011-09-08,17.0,5,5,3.75
282,ALARM CLOCK BAKELIKE RED ,2011-09-09,18.0,3,3,5.767777777777777
283,ALARM CLOCK BAKELIKE RED ,2011-09-10,0.0,0,0,0.0
284,ALARM CLOCK BAKELIKE RED ,2011-09-11,10.0,4,4,3.75
285,ALARM CLOCK BAKELIKE RED ,2011-09-12,9.0,2,2,4.162222222222223
286,ALARM CLOCK BAKELIKE RED ,2011-09-13,30.0,5,5,5.111999999999999
287,ALARM CLOCK BAKELIKE RED ,2011-09-14,2.0,2,2,5.605
288,ALARM CLOCK BAKELIKE RED ,2011-09-15,0.0,0,0,0.0
289,ALARM CLOCK BAKELIKE RED ,2011-09-16,23.0,5,5,4.342173913043479
290,ALARM CLOCK BAKELIKE RED ,2011-09-17,0.0,0,0,0.0
291,ALARM CLOCK BAKELIKE RED ,2011-09-18,53.0,3,3,3.410377358490566
292,ALARM CLOCK BAKELIKE RED ,2011-09-19,8.0,2,2,3.75
293,ALARM CLOCK BAKELIKE RED ,2011-09-20,25.0,5,5,4.6004
294,ALARM CLOCK BAKELIKE RED ,2011-09-21,29.0,6,5,4.1337931034482756
295,ALARM CLOCK BAKELIKE RED ,2011-09-22,12.0,1,1,3.75
296,ALARM CLOCK BAKELIKE RED ,2011-09-23,6.0,1,1,8.29
297,ALARM CLOCK BAKELIKE RED ,2011-09-24,0.0,0,0,0.0
298,ALARM CLOCK BAKELIKE RED ,2011-09-25,39.0,8,8,3.75
299,ALARM CLOCK BAKELIKE RED ,2011-09-26,22.0,5,5,4.087272727272727
300,ALARM CLOCK BAKELIKE RED ,2011-09-27,18.0,6,6,4.7588888888888885
301,ALARM CLOCK BAKELIKE RED ,2011-09-28,35.0,5,5,3.9619999999999997
302,ALARM CLOCK BAKELIKE RED ,2011-09-29,3.0,2,2,3.75
303,ALARM CLOCK BAKELIKE RED ,2011-09-30,22.0,6,6,3.9186363636363635
304,ALARM CLOCK BAKELIKE RED ,2011-10-01,0.0,0,0,0.0
305,ALARM CLOCK BAKELIKE RED ,2011-10-02,5.0,3,3,3.75
306,ALARM CLOCK BAKELIKE RED ,2011-10-03,103.0,3,3,3.400485436893204
307,ALARM CLOCK BAKELIKE RED ,2011-10-04,17.0,2,2,7.221764705882352
308,ALARM CLOCK BAKELIKE RED ,2011-10-05,24.0,2,2,3.75
309,ALARM CLOCK BAKELIKE RED ,2011-10-06,14.0,5,5,3.75
310,ALARM CLOCK BAKELIKE RED ,2011-10-07,13.0,5,5,4.797692307692308
311,ALARM CLOCK BAKELIKE RED ,2011-10-08,0.0,0,0,0.0
312,ALARM CLOCK BAKELIKE RED ,2011-10-09,0.0,0,0,0.0
313,ALARM CLOCK BAKELIKE RED ,2011-10-10,13.0,2,2,4.035384615384616
314,ALARM CLOCK BAKELIKE RED ,2011-10-11,19.0,4,4,5.183684210526316
315,ALARM CLOCK BAKELIKE RED ,2011-10-12,20.0,2,2,3.75
316,ALARM CLOCK BAKELIKE RED ,2011-10-13,6.0,1,1,3.75
317,ALARM CLOCK BAKELIKE RED ,2011-10-14,14.0,3,2,6.933571428571427
318,ALARM CLOCK BAKELIKE RED ,2011-10-15,0.0,0,0,0.0
319,ALARM CLOCK BAKELIKE RED ,2011-10-16,4.0,1,1,3.75
320,ALARM CLOCK BAKELIKE RED ,2011-10-17,14.0,4,4,4.015
321,ALARM CLOCK BAKELIKE RED ,2011-10-18,15.0,4,3,6.363333333333332
322,ALARM CLOCK BAKELIKE RED ,2011-10-19,12.0,3,3,3.75
323,ALARM CLOCK BAKELIKE RED ,2011-10-20,14.0,4,4,3.75
324,ALARM CLOCK BAKELIKE RED ,2011-10-21,7.0,1,1,8.29
325,ALARM CLOCK BAKELIKE RED ,2011-10-22,0.0,0,0,0.0
326,ALARM CLOCK BAKELIKE RED ,2011-10-23,1.0,1,1,3.75
327,ALARM CLOCK BAKELIKE RED ,2011-10-24,13.0,6,6,4.035384615384616
328,ALARM CLOCK BAKELIKE RED ,2011-10-25,424.0,7,6,3.461957547169811
329,ALARM CLOCK BAKELIKE RED ,2011-10-26,19.0,4,4,3.75
330,ALARM CLOCK BAKELIKE RED ,2011-10-27,30.0,6,6,3.8736666666666664
